address,price,beds,baths,sqft
"1812-30 Grand Trunk Crescent, Toronto, ON",689000,1+1 bed,1 bath,700-799 sqft
"26-1021 Midland Avenue, Toronto, ON",750000,4 bed,2 bath,1200-1399 sqft
"5901-30 Shore Breeze Dr Drive, Toronto, ON",649988,1+1 bed,1 bath,600-699 sqft
"801-206 Bloor Street W, Toronto, ON",2699999,2+1 bed,3 bath,2000-2249 sqft
"64 Glengowan Road, Toronto, ON",9188000,4+2 bed,6 bath,3500-5000 sqft
"3312 Danforth Avenue, Toronto, ON",4495000,– bed,– bath,
"2311-80 Western Battery Road, Toronto, ON",619980,1+1 bed,1 bath,600-699 sqft
"208-65 Scadding Avenue, Toronto, ON",629900,2+1 bed,2 bath,1000-1199 sqft
"2906-138 Downes Street, Toronto, ON",688000,1 bed,1 bath,500-599 sqft
"1970 Brimley Road, Toronto, ON",990000,3 bed,2 bath,1100-1500 sqft
"117 Davenport Road, Toronto, ON",3725000,3+1 bed,4 bath,2500-3000 sqft
"1407-60 Queen Street E, Toronto, ON",1184000,2 bed,2 bath,700-799 sqft
"91 Inglewood Drive, Toronto, ON",5999999,4+2 bed,6 bath,3500-5000 sqft
"1972 Brimley Road, Toronto, ON",990000,3 bed,2 bath,1100-1500 sqft
"2112-55 Mercer Street, Toronto, ON",875000,1+1 bed,2 bath,600-699 sqft
"668 Yonge Street, Toronto, ON",2690000,– bed,– bath,
"818-188 Fairview Mall Drive, Toronto, ON",629000,2 bed,2 bath,600-699 sqft
"30 Nursewood Road, Toronto, ON",,— bed,— bath,— sqft
"212b Queens Avenue, Toronto, ON",1948000,3+1 bed,4 bath,1500-2000 sqft
"66 Gristone Crescent, Toronto, ON",919000,3+1 bed,4 bath,1500-2000 sqft
"190 Northwood Drive, Toronto, ON",2100000,4+1 bed,3 bath,1100-1500 sqft
"57-50 Turntable Crescent, Toronto, ON",699900,2 bed,1 bath,900-999 sqft
"3022A Bayview Avenue, Toronto, ON",1688000,4+1 bed,5 bath,2500-3000 sqft
"5 Parmbelle Crescent, Toronto, ON",2799000,3+3 bed,3 bath,1500-2000 sqft
"319 Markham Street, Toronto, ON",2399999,4+2 bed,4 bath,2500-3000 sqft
"1003-1275 Markham Road, Toronto, ON",484500,2+1 bed,2 bath,1200-1399 sqft
"146 St Germain Avenue, Toronto, ON",2539000,3 bed,3 bath,2000-2500 sqft
"601-2020 Bathurst Street, Toronto, ON",499900,1+1 bed,1 bath,500-599 sqft
"318-199 Richmond Street W, Toronto, ON",629000,1+1 bed,2 bath,700-799 sqft
"2102-197 Yonge Street, Toronto, ON",890000,2 bed,2 bath,800-899 sqft
"304-80 Marine Parade Drive, Toronto, ON",,— bed,— bath,— sqft
"623-25 Adra Grado Way, Toronto, ON",968000,2+1 bed,2 bath,900-999 sqft
"50 Bridley Drive, Toronto, ON",999800,3+1 bed,2 bath,1100-1500 sqft
"2006 Queen Street E, Toronto, ON",,— bed,— bath,— sqft
"4007-70 Annie Craig Drive, Toronto, ON",669000,1+1 bed,2 bath,600-699 sqft
"404-70 Annie Craig Drive, Toronto, ON",699000,2 bed,2 bath,700-799 sqft
"2107-340 Dixon Road, Toronto, ON",469900,3 bed,2 bath,1200-1399 sqft
"1218 Dufferin Street, Toronto, ON",1950000,5 bed,6 bath,2500-3000 sqft
"107-390 Silver Star Boulevard, Toronto, ON",998000,– bed,– bath,0-5 Years Old
"2803-15 Viking Lane, Toronto, ON",577700,1+1 bed,1 bath,600-699 sqft
"2-130 Westmore Drive, Toronto, ON",1500000,– bed,1 bath,31-50 Years Old
"245 Falstaff Avenue, Toronto, ON",1129000,3 bed,2 bath,1100-1500 sqft
"1920-155 Yorkville Avenue, Toronto, ON",658000,1+1 bed,1 bath,500-599 sqft
"1008-101 Peter Street, Toronto, ON",415000,– bed,1 bath,0-499 sqft
"1418-1 Massey Square, Toronto, ON",299000,1 bed,1 bath,700-799 sqft
"212 Glenayr Road, Toronto, ON",3690000,4+1 bed,4 bath,3000-3500 sqft
"705-20 Bruyeres Mews, Toronto, ON",629000,1+1 bed,1 bath,600-699 sqft
"1207-3 Gloucester Street, Toronto, ON",1060000,2 bed,2 bath,600-699 sqft
"2509-88 Scott Street, Toronto, ON",1369900,2+1 bed,2 bath,1000-1199 sqft
"26 Birrell Avenue, Toronto, ON",1049000,3+1 bed,4 bath,1500-2000 sqft
"38 Rodda Boulevard, Toronto, ON",1350000,4+3 bed,4 bath,2000-2500 sqft
"2105-56 Forest Manor, Toronto, ON",659000,1+1 bed,2 bath,500-599 sqft
"606-8 Scollard Street, Toronto, ON",630000,1+1 bed,1 bath,500-599 sqft
"1608-22 Wellesley Street E, Toronto, ON",820000,2 bed,2 bath,900-999 sqft
"1207-89 Skymark Drive, Toronto, ON",1699999,2+1 bed,3 bath,2750-2999 sqft
"2411-89 Mcgill Street, Toronto, ON",899999,2 bed,2 bath,700-799 sqft
"1509-1950 Kennedy Road, Toronto, ON",469900,3 bed,1 bath,1000-1199 sqft
"2507 Yonge Street, Toronto, ON",3990000,– bed,– bath,
"16-365 Murray Ross Parkway, Toronto, ON",794999,4 bed,3 bath,1200-1399 sqft
"2113 Keele Street, Toronto, ON",998800,4 bed,2 bath,1100-1500 sqft
"24 Braeburn Avenue, Toronto, ON",,— bed,— bath,— sqft
"2406-1555 Finch Avenue E, Toronto, ON",769000,2+1 bed,2 bath,1200-1399 sqft
"501-285 Avenue Road, Toronto, ON",1485000,2 bed,3 bath,1000-1199 sqft
"2006 Queen Street E, Toronto, ON",,— bed,— bath,— sqft
"2006 Queen Street E, Toronto, ON",,— bed,— bath,— sqft
"2516-20 Edward Street, Toronto, ON",918000,2+1 bed,2 bath,0-499 sqft
"1410-451 The West Mall Drive, Toronto, ON",487777,1 bed,1 bath,800-899 sqft
"11 St Hildas Avenue, Toronto, ON",2095000,3+1 bed,3 bath,1100-1500 sqft
"1012-111 Bathurst Street, Toronto, ON",1290000,2 bed,2 bath,1000-1199 sqft
"10 Freeman Road, Toronto, ON",1699999,4+2 bed,4 bath,2500-3000 sqft
"146 Sawmill Road, Toronto, ON",898900,3 bed,3 bath,1100-1500 sqft
"9 Love Crescent, Toronto, ON",1649000,4 bed,3 bath,2000-2500 sqft
"105 Catalina Drive, Toronto, ON",1499000,3 bed,3 bath,1500-2000 sqft
"1038 St Clair Avenue W, Toronto, ON",2999000,9 bed,7 bath,3500-5000 sqft
"1038 St Clair Avenue W, Toronto, ON",2999000,9 bed,7 bath,3500-5000 sqft
"48 Ardgowan Crescent, Toronto, ON",995000,3+1 bed,3 bath,1100-1500 sqft
"LPH06-797 Don Mills Road, Toronto, ON",484900,1+1 bed,1 bath,600-699 sqft
"2811-153 Beecroft Road, Toronto, ON",669000,2 bed,2 bath,800-899 sqft
"1114-270 Wellington Street W, Toronto, ON",959000,2 bed,2 bath,1200-1399 sqft
"48 Northumberland Street, Toronto, ON",1339000,3+1 bed,3 bath,1100-1500 sqft
"200 Ossington Avenue, Toronto, ON",3125000,– bed,– bath,
"TPH02-621 Sheppard Avenue E, Toronto, ON",888000,2 bed,2 bath,800-899 sqft
"116-256 Royal York Road E, Toronto, ON",915000,2 bed,2 bath,1200-1399 sqft
"315-199 Richmond Street W, Toronto, ON",649000,1+1 bed,2 bath,600-699 sqft
"36 Clinton Street, Toronto, ON",1700000,– bed,– bath,
"610-200 Sudbury Street, Toronto, ON",1429900,2+1 bed,3 bath,1200-1399 sqft
"48-2012 Martin Grove Road, Toronto, ON",699000,3+1 bed,2 bath,1200-1399 sqft
"215-1 Rowntree Road, Toronto, ON",565000,2 bed,2 bath,1200-1399 sqft
"2403-12 Sudbury Street, Toronto, ON",1348000,3 bed,4 bath,1600-1799 sqft
"67 Trinnell Boulevard, Toronto, ON",888000,3+1 bed,2 bath,700-1100 sqft
"89 Old Colony Road, Toronto, ON",12800000,4+2 bed,10 bath,5000 + sqft
"370 Jones Avenue, Toronto, ON",1890000,2 bed,4 bath,2000-2500 sqft
"1632-165 Legion Road N, Toronto, ON",699000,2 bed,2 bath,800-899 sqft
"911-61 Markbrook Lane, Toronto, ON",458000,1+1 bed,2 bath,900-999 sqft
"2010-25 Town Centre Court, Toronto, ON",679000,2+1 bed,2 bath,1000-1199 sqft
"21 Pioneer Avenue, Toronto, ON",949000,4+1 bed,4 bath,1600-1799 sqft
"314-1 De Boers Drive, Toronto, ON",499900,1 bed,1 bath,500-599 sqft
"E809-555 Wilson Avenue, Toronto, ON",675000,2 bed,2 bath,800-899 sqft
"302-16 Brookers Lane, Toronto, ON",559000,1 bed,1 bath,600-699 sqft
"806-22 East Haven Drive, Toronto, ON",588888,2 bed,2 bath,700-799 sqft
"241-2355 Sheppard Avenue W, Toronto, ON",699999,2 bed,2 bath,1000-1199 sqft
"54 Avonwick Gate, Toronto, ON",1759000,4+1 bed,3 bath,2000-2500 sqft
"319 Cosburn Avenue, Toronto, ON",990000,2 bed,2 bath,700-1100 sqft
"137 Benleigh Drive, Toronto, ON",1149275,4+3 bed,3 bath,1100-1500 sqft
"7 Oxbow Road, Toronto, ON",14800000,4+2 bed,8 bath,5000 + sqft
"41 Northcote Avenue, Toronto, ON",3250000,4+1 bed,5 bath,3000-3500 sqft
"56 St Hubert Avenue, Toronto, ON",2190000,4+2 bed,4 bath,1500-2000 sqft
"152-415 Jarvis Street, Toronto, ON",349000,– bed,1 bath,0-499 sqft
"35 Lower Village Gate, Toronto, ON",,— bed,— bath,— sqft
"32 Randolph Road, Toronto, ON",1250000,3 bed,1 bath,1100-1500 sqft
"315-253 Merton Street, Toronto, ON",689000,2 bed,1 bath,700-799 sqft
"1201-1121 Bay Street, Toronto, ON",799000,2 bed,1 bath,700-799 sqft
"33-30 Liben Way, Toronto, ON",630000,3 bed,1 bath,1000-1199 sqft
"2507-125 Blue Jays Way, Toronto, ON",469900,1 bed,1 bath,500-599 sqft
"2316-25 The Esplanade N/a, Toronto, ON",720000,1+1 bed,2 bath,900-999 sqft
"411-65 Scadding Avenue S, Toronto, ON",549000,2 bed,1 bath,800-899 sqft
"9-30 Liben Way, Toronto, ON",599999,2 bed,1 bath,700-799 sqft
"507-1630 Queen Street E, Toronto, ON",985000,2+1 bed,2 bath,1000-1199 sqft
"21 Treeview Drive, Toronto, ON",1299999,3+1 bed,3 bath,1100-1500 sqft
"13 Bourdon Avenue, Toronto, ON",2779900,4+1 bed,5 bath,3500-5000 sqft
"364 Palmerston Boulevard, Toronto, ON",3989000,4+1 bed,4 bath,2500-3000 sqft
"1111-2550 Lawrence Avenue E, Toronto, ON",559900,2 bed,2 bath,900-999 sqft
"32 Lighthall Crescent, Toronto, ON",989000,4+2 bed,3 bath,1100-1500 sqft
"2705-188 Fairview Mall Drive, Toronto, ON",568800,1+1 bed,1 bath,500-599 sqft
"310 Patricia Avenue, Toronto, ON",3999999,5 bed,7 bath,3500-5000 sqft
"304-2874 Keele Street, Toronto, ON",359999,1 bed,1 bath,500-599 sqft
"608-25 Neighbourhood Lane, Toronto, ON",699000,2+1 bed,2 bath,900-999 sqft
"2005-3121 Sheppard Avenue E, Toronto, ON",927888,3+1 bed,2 bath,1000-1199 sqft
"59 Edgevalley Drive, Toronto, ON",3250000,3 bed,4 bath,2500-3000 sqft
"2210-49 East Liberty Street, Toronto, ON",519000,1 bed,1 bath,500-599 sqft
"2008-19 Bathurst St Street, Toronto, ON",499000,1+1 bed,1 bath,500-599 sqft
"811-7 Grenville Street, Toronto, ON",0,1 bed,1 bath,0-499 sqft
"3408-10 Yonge Street, Toronto, ON",649900,1 bed,1 bath,700-799 sqft
"6506-100 Harbour Street, Toronto, ON",699900,2 bed,2 bath,700-799 sqft
"3410-30 Inn On The Park Drive, Toronto, ON",958000,2 bed,2 bath,900-999 sqft
"715-51 East Liberty Street, Toronto, ON",619000,1+1 bed,1 bath,600-699 sqft
"PH 10-115 Mcmahon Drive, Toronto, ON",785000,2 bed,2 bath,700-799 sqft
"2506-199 Richmond Street W, Toronto, ON",699000,1+1 bed,1 bath,600-699 sqft
"2805-138 Downes Street, Toronto, ON",576000,1 bed,1 bath,0-499 sqft
"303-120 Varna Drive, Toronto, ON",599000,2 bed,2 bath,600-699 sqft
"19 Deering Crescent, Toronto, ON",2430000,6+2 bed,6 bath,3500-5000 sqft
"1-18 Greenbriar Road, Toronto, ON",1929000,4 bed,4 bath,2000-2249 sqft
"1203-10 Stonehill Court, Toronto, ON",639800,3 bed,2 bath,1000-1199 sqft
"127 Boardwalk Drive, Toronto, ON",2195000,3+1 bed,4 bath,2000-2500 sqft
"1804-15 Greenview Avenue, Toronto, ON",798000,2 bed,2 bath,800-899 sqft
"801-25 Town Centre Court, Toronto, ON",458990,1 bed,1 bath,500-599 sqft
"610-68 Merton Street, Toronto, ON",545000,1+1 bed,1 bath,500-599 sqft
"902-403 Church Street, Toronto, ON",650900,1+1 bed,2 bath,700-799 sqft
"54 Plymbridge Road, Toronto, ON",4490000,4+1 bed,4 bath,2500-3000 sqft
"602-27 Mcmahon Drive, Toronto, ON",788000,2 bed,2 bath,700-799 sqft
"414-390 Dixon Road, Toronto, ON",499000,3 bed,2 bath,1200-1399 sqft
"1501-28 Linden Street, Toronto, ON",531100,1 bed,1 bath,500-599 sqft
"85 Festival Drive, Toronto, ON",1089000,3 bed,3 bath,1500-2000 sqft
"2007-25 Holly Street, Toronto, ON",999999,3 bed,2 bath,800-899 sqft
"432-135 Lower Sherbourne Street, Toronto, ON",569900,1+1 bed,1 bath,500-599 sqft
"91 Bishop Avenue, Toronto, ON",1288000,3 bed,1 bath,1100-1500 sqft
"1402-168 King Street E, Toronto, ON",1349000,2 bed,2 bath,900-999 sqft
"1393 Birchmount Road, Toronto, ON",998800,3+2 bed,3 bath,1100-1500 sqft
"535-2791 Eglinton Avenue E, Toronto, ON",689888,3 bed,3 bath,1000-1199 sqft
"22 Pylon Place, Toronto, ON",1230000,4 bed,2 bath,1500-2000 sqft
"443 Pacific Avenue, Toronto, ON",1100000,4+1 bed,3 bath,1100-1500 sqft
"92-44 Chester Le Boulevard, Toronto, ON",799999,4+2 bed,3 bath,1200-1399 sqft
"1301-470 Front Street W, Toronto, ON",639000,1 bed,1 bath,500-599 sqft
"602-85 East Liberty Street, Toronto, ON",729000,1+1 bed,2 bath,700-799 sqft
"716-2628 Mccowan Road, Toronto, ON",549000,2 bed,2 bath,900-999 sqft
"43 Riverside Crescent, Toronto, ON",5388000,4+1 bed,6 bath,3500-5000 sqft
"5 Taylor Drive, Toronto, ON",3388000,5+1 bed,7 bath,3000-3500 sqft
"25 Parkland Road, Toronto, ON",2399000,4+1 bed,5 bath,2000-2500 sqft
"3011-32 Forest Manor Road, Toronto, ON",655000,1+1 bed,2 bath,600-699 sqft
"890 Queen Street W, Toronto, ON",3989000,– bed,– bath,
"PH7-195 St Patrick Street, Toronto, ON",1189000,2+1 bed,2 bath,1400-1599 sqft
"14 Kilbarry Road, Toronto, ON",2195000,4+2 bed,3 bath,2000-2500 sqft
"301-3 Southvale Drive, Toronto, ON",1752400,2+1 bed,2 bath,1200-1399 sqft
"720-2033 Kennedy Road, Toronto, ON",749900,2+1 bed,2 bath,900-999 sqft
"575 Huron Street, Toronto, ON",2498900,4 bed,4 bath,2000-2500 sqft
"577 Huron Street, Toronto, ON",2498900,7 bed,5 bath,2000-2500 sqft
"1 Fairbourne Crescent, Toronto, ON",999998,2+1 bed,2 bath,700-1100 sqft
"319-55 Mercer Street, Toronto, ON",555988,1 bed,1 bath,500-599 sqft
"716-160 Vanderhoof Avenue, Toronto, ON",480000,1 bed,1 bath,500-599 sqft
"320-30 Inn On The Park Drive, Toronto, ON",899999,2 bed,2 bath,1000-1199 sqft
"PH02-195 Redpath Avenue, Toronto, ON",445000,1 bed,1 bath,0-499 sqft
"20 Glengrove Avenue E, Toronto, ON",2699900,4+1 bed,4 bath,2000-2500 sqft
"129 Fairlawn Avenue, Toronto, ON",3190000,4 bed,4 bath,1500-2000 sqft
"1017-155 Dalhousie Street, Toronto, ON",1150000,3 bed,2 bath,1600-1799 sqft
"23 De Jong Street, Toronto, ON",899000,4 bed,4 bath,2000-2500 sqft
"3102-65 St Mary Street, Toronto, ON",1308000,2 bed,2 bath,800-899 sqft
"238 George Street, Toronto, ON",1570000,3 bed,4 bath,1500-2000 sqft
"406-816 Lansdowne Avenue, Toronto, ON",459000,1 bed,1 bath,500-599 sqft
"2208-55 Regent Park Boulevard, Toronto, ON",725000,2 bed,2 bath,700-799 sqft
"1510-99 Foxbar Road, Toronto, ON",1800000,2 bed,2 bath,1000-1199 sqft
"32 St Dunstan Drive, Toronto, ON",899900,2+2 bed,1 bath,1100-1500 sqft
"704-7 Carlton Street, Toronto, ON",615000,1 bed,1 bath,600-699 sqft
"1402-41 Markbrook Lane, Toronto, ON",569000,2 bed,2 bath,1000-1199 sqft
"322-55 Mercer Street, Toronto, ON",660000,1+1 bed,2 bath,500-599 sqft
"1210-55 Mercer Street, Toronto, ON",550000,1 bed,1 bath,0-499 sqft
"1709-914 Yonge Street, Toronto, ON",499900,1 bed,1 bath,500-599 sqft
"1609-330 Alton Towers Circle, Toronto, ON",619000,2+1 bed,2 bath,1000-1199 sqft
"790 The Queensway N/a, Toronto, ON",1199000,– bed,– bath,
"115-88 Colgate Avenue, Toronto, ON",649900,1 bed,1 bath,500-599 sqft
"402-11 Charlotte Street, Toronto, ON",539900,1 bed,1 bath,500-599 sqft
"2506-30 Gibbs Road, Toronto, ON",659000,2 bed,2 bath,700-799 sqft
"308-55 Mercer Street, Toronto, ON",750000,2+1 bed,2 bath,700-799 sqft
"128 Hamilton Street, Toronto, ON",1249000,2 bed,2 bath,1100-1500 sqft
"17 Montcalm Avenue, Toronto, ON",2569000,8+5 bed,6 bath,2000-2500 sqft
"853-25 Adra Grado Way, Toronto, ON",1188000,2+1 bed,3 bath,1000-1199 sqft
"1402-8 Tippett Road, Toronto, ON",428000,1 bed,1 bath,0-499 sqft
"4 Elderwood Drive, Toronto, ON",2899000,5 bed,3 bath,3000-3500 sqft
"23 Gardentree Street, Toronto, ON",649000,4+1 bed,2 bath,1100-1500 sqft
"1305-20 Richardson Street, Toronto, ON",998900,2 bed,2 bath,800-899 sqft
"2006-60 Shuter Street, Toronto, ON",799000,3 bed,2 bath,800-899 sqft
"209-2 Fieldway Road, Toronto, ON",899000,2+1 bed,2 bath,1200-1399 sqft
"41 Suncrest Drive, Toronto, ON",5495000,3+1 bed,6 bath,3500-5000 sqft
"524-2800 Keele Street, Toronto, ON",499999,1 bed,1 bath,500-599 sqft
"611-55 Mercer Street, Toronto, ON",765000,2+1 bed,2 bath,700-799 sqft
"3202-99 Broadway Avenue, Toronto, ON",579000,2 bed,2 bath,500-599 sqft
"204-5795 Yonge Street, Toronto, ON",599000,2+1 bed,2 bath,900-999 sqft
"901-1346 Danforth Road, Toronto, ON",475000,1+1 bed,1 bath,600-699 sqft
"315-185 Roehampton Avenue S, Toronto, ON",469000,1 bed,1 bath,0-499 sqft
"424-628 Fleet Street, Toronto, ON",880000,2 bed,2 bath,900-999 sqft
"1325-500 Doris Avenue, Toronto, ON",588800,1 bed,1 bath,600-699 sqft
"127 Ridley Boulevard, Toronto, ON",7480000,4+1 bed,5 bath,3500-5000 sqft
"201 Ranee Avenue, Toronto, ON",1549000,3+1 bed,4 bath,1500-2000 sqft
"94 Lake Crescent, Toronto, ON",1795000,4 bed,4 bath,1500-2000 sqft
"66 Gihon Spring Drive, Toronto, ON",1279900,4+3 bed,4 bath,1500-2000 sqft
"3001-35 Mariner Terrace, Toronto, ON",659000,1+1 bed,1 bath,600-699 sqft
"7 Kecala Road, Toronto, ON",869000,2+1 bed,2 bath,700-1100 sqft
"6508-1 Bloor Street E, Toronto, ON",1070000,2 bed,2 bath,800-899 sqft
"3-8 Corinth Gardens, Toronto, ON",579000,1 bed,1 bath,700-799 sqft
"53 Pine Ridge Drive, Toronto, ON",1798000,3 bed,2 bath,1100-1500 sqft
"339 Royal York Road, Toronto, ON",1185000,4 bed,3 bath,2000-2500 sqft
"2019-98 Lillian Street, Toronto, ON",589000,1 bed,1 bath,500-599 sqft
"LP11-2466 Eglinton Avenue E, Toronto, ON",610000,2+1 bed,2 bath,900-999 sqft
"2-9 Forbes Avenue, Toronto, ON",769900,3 bed,2 bath,1200-1399 sqft
"23 Tarsus Crescent, Toronto, ON",1358000,4+2 bed,4 bath,1500-2000 sqft
"1901-2200 Lake Shore Boulevard W, Toronto, ON",898800,2 bed,2 bath,800-899 sqft
"203-40 Oaklands Avenue, Toronto, ON",925000,1 bed,1 bath,700-799 sqft
"229 Manor Road E, Toronto, ON",3599888,6+3 bed,5 bath,3000-3500 sqft
"171B Finch Avenue E, Toronto, ON",1220000,3 bed,3 bath,1500-2000 sqft
"801-400 Adelaide Street E, Toronto, ON",679000,1+1 bed,2 bath,700-799 sqft
"1310-318 King Street E, Toronto, ON",349900,– bed,1 bath,0-499 sqft
"62 Morningside Avenue, Toronto, ON",,— bed,— bath,— sqft
"73 Treetops Court, Toronto, ON",999000,3+2 bed,4 bath,1100-1500 sqft
"545-26 Gibbs Road, Toronto, ON",588000,2 bed,2 bath,800-899 sqft
"809-8 Tippett Road, Toronto, ON",615000,2 bed,2 bath,600-699 sqft
"608-100 Dalhousie Street, Toronto, ON",679800,1+1 bed,2 bath,600-699 sqft
"1111-33 Shore Breeze Drive, Toronto, ON",729900,2+1 bed,2 bath,700-799 sqft
"101-385 Osler Street, Toronto, ON",785000,2 bed,2 bath,800-899 sqft
"48 Wimpole Drive, Toronto, ON",9388000,5+2 bed,9 bath,5000 + sqft
"15 Breadner Drive, Toronto, ON",1249988,4+1 bed,2 bath,1100-1500 sqft
"1906-65 Bremner Boulevard, Toronto, ON",549000,1 bed,1 bath,0-499 sqft
"39 Strath Avenue, Toronto, ON",3398000,3+1 bed,3 bath,1500-2000 sqft
"233-4001 Don Mills Road, Toronto, ON",718000,4 bed,3 bath,1400-1599 sqft
"513-120 Harrison Garden Boulevard, Toronto, ON",580000,1+1 bed,1 bath,600-699 sqft
"318-1001 Roselawn Avenue, Toronto, ON",859000,2 bed,2 bath,900-999 sqft
"101 Yorkview Drive, Toronto, ON",3995000,5+1 bed,8 bath,3500-5000 sqft
"119 Florence Street, Toronto, ON",1299000,3 bed,3 bath,1100-1500 sqft
"104 Aileen Avenue, Toronto, ON",999998,3+1 bed,3 bath,700-1100 sqft
"1616-451 The West Mall N/a, Toronto, ON",700000,3 bed,2 bath,1200-1399 sqft
"203-275 Bamburgh Circle, Toronto, ON",648800,2+1 bed,2 bath,1200-1399 sqft
"391 The Westway Road, Toronto, ON",899000,3 bed,2 bath,1500-2000 sqft
"2104-18 Harbour Street, Toronto, ON",599900,1 bed,1 bath,500-599 sqft
"62 Maple Avenue, Toronto, ON",,— bed,— bath,— sqft
"201-9 Greenbriar Road, Toronto, ON",449000,1 bed,1 bath,600-699 sqft
"1 Town Centre Court, Toronto, ON",899000,3 bed,2 bath,1200-1399 sqft
"4-103 Pembroke Street, Toronto, ON",1099000,2 bed,3 bath,1400-1599 sqft
"344-1100 Lansdowne Avenue, Toronto, ON",1098000,2 bed,2 bath,1000-1199 sqft
"503-45 Southport Street, Toronto, ON",899001,3+1 bed,2 bath,1200-1399 sqft
"2708-103 The Queensway N/a, Toronto, ON",499999,1 bed,1 bath,500-599 sqft
"68 Harewood Avenue, Toronto, ON",2398000,4+1 bed,4 bath,2500-3000 sqft
"31 Brantwood Drive, Toronto, ON",1099999,3+1 bed,3 bath,1100-1500 sqft
"22 Belanger Crescent, Toronto, ON",899900,3 bed,3 bath,1500-2000 sqft
"308-2212 Lake Shore Boulevard W, Toronto, ON",749000,2+1 bed,2 bath,700-799 sqft
"512-55 East Liberty Street, Toronto, ON",699900,1+1 bed,2 bath,700-799 sqft
"36 Farley Crescent, Toronto, ON",1198000,3+2 bed,2 bath,700-1100 sqft
"21 Neames Crescent, Toronto, ON",979900,3+1 bed,2 bath,700-1100 sqft
"12 Gordon Park Drive, Toronto, ON",1649000,5+2 bed,3 bath,2000-2500 sqft
"770 Pape Avenue, Toronto, ON",1399000,4+1 bed,4 bath,1100-1500 sqft
"204-61 Orchard Park Drive, Toronto, ON",679900,2 bed,2 bath,900-999 sqft
"401-20 Dean Park, Toronto, ON",598800,2 bed,2 bath,1000-1199 sqft
"607-38 Widmer Street, Toronto, ON",699000,2 bed,2 bath,600-699 sqft
"3114-197 Yonge Street, Toronto, ON",600000,1+1 bed,1 bath,600-699 sqft
"5105-395 Bloor Street E, Toronto, ON",579000,1+1 bed,1 bath,600-699 sqft
"46 Athol Avenue, Toronto, ON",1099888,2 bed,2 bath,700-1100 sqft
"262 Richard Clark Drive, Toronto, ON",1299990,3+2 bed,2 bath,700-1100 sqft
"2421-2 Eva Road, Toronto, ON",559900,1 bed,1 bath,640 sqft
"48 Hurlingham Crescent E, Toronto, ON",3998000,4+1 bed,6 bath,3500-5000 sqft
"LPH3501-33 Shore Breeze Drive, Toronto, ON",1159000,2+1 bed,3 bath,1000-1199 sqft
"2205-20 Bruyeres Mews, Toronto, ON",665000,2 bed,2 bath,700-799 sqft
"1007-2200 Lake Shore Boulevard W, Toronto, ON",719000,2+1 bed,2 bath,800-899 sqft
"23A Yarrow Road, Toronto, ON",1098888,3 bed,3 bath,1500-2000 sqft
"11 A AND B-225 Wellesley Street E, Toronto, ON",1250000,– bed,2 bath,
"7 Shady Oaks Crescent, Toronto, ON",6999000,5+2 bed,8 bath,3500-5000 sqft
"1030-3045 Finch Avenue W, Toronto, ON",498000,2 bed,2 bath,800-899 sqft
"1507-5 Defries Street, Toronto, ON",470000,1 bed,1 bath,0-499 sqft
"405-2727 Yonge Street, Toronto, ON",1199000,2+1 bed,2 bath,1400-1599 sqft
"119-10 Bloorview Place, Toronto, ON",735000,2+1 bed,2 bath,900-999 sqft
"1316-30 Shore Breeze Drive Drive, Toronto, ON",899000,2 bed,2 bath,820 sqft
"A9-142 Pears Avenue, Toronto, ON",1499000,3 bed,2 bath,1600-1799 sqft
"408-1300 Islington Avenue, Toronto, ON",798000,2+1 bed,2 bath,1200-1399 sqft
"PH 804-250 Manitoba Street, Toronto, ON",764900,1+1 bed,2 bath,900-999 sqft
"1435-251 Jarvis Street, Toronto, ON",449000,1+1 bed,1 bath,500-599 sqft
