address,price,beds,baths,sqft
"1111-301 Prudential Drive, Toronto, ON",497000,3 ,2 ,1000-1199 
"304-161 Roehampton Avenue, Toronto, ON",639900,1+1 ,1 ,500-599 
"903-1105 Leslie Street, Toronto, ON",989000,2 ,2 ,1200-1399 
"3411-20 Lombard Street, Toronto, ON",,— ,— ,— 
"3631 Dundas Street W, Toronto, ON",2690000,6 ,10 ,3500-5000 
"804-10 Bellair Street, Toronto, ON",1649000,2 ,2 ,1200-1399 
"1104-112 George Street, Toronto, ON",1249000,2+1 ,2 ,1200-1399 
"3212-99 Harbour Square, Toronto, ON",1679000,2+1 ,2 ,1200-1399 
"1A Roblin Avenue, Toronto, ON",2488000,4+1 ,5 ,2500-3000 
"1256 Avenue Road, Toronto, ON",2350000,4+1 ,5 ,2000-2500 
"247 Concord Avenue, Toronto, ON",2298000,3+1 ,4 ,1500-2000 
"303-1001 Bay Street, Toronto, ON",999000,2+1 ,2 ,1000-1199 
"6-4 Bradbrook Road, Toronto, ON",939999,3 ,2 ,1600-1799 
"1407-55 Bremner Boulevard, Toronto, ON",799888,2 ,2 ,800-899 
"10-210 Manitoba Street, Toronto, ON",965000,3+1 ,3 ,1400-1599 
"304-1 Cardiff Road, Toronto, ON",399000,1+1 ,1 ,500-599 
"1020-20 O'neill Road, Toronto, ON",539900,1 ,1 ,500-599 
"10 Bathford Crescent, Toronto, ON",1780000,3+2 ,3 ,1500-2000 
"42 Scarboro Avenue, Toronto, ON",1124900,3+1 ,2 ,700-1100 
"3142 Bayview Avenue, Toronto, ON",1488000,4 ,3 ,1500-2000 
"1250 Davenport Road, Toronto, ON",2299888,4+3 ,4 ,1500-2000 
"114-256 Royal York Road, Toronto, ON",830000,2 ,2 ,1000-1199 
"515-153 Beecroft Road, Toronto, ON",579800,1+1 ,1 ,600-699 
"408-6 Jackes Avenue, Toronto, ON",899000,1 ,1 ,500-599 
"2102-11 Bogert Avenue, Toronto, ON",840000,2+1 ,2 ,900-999 
"803-160 Frederick Street, Toronto, ON",1125000,2+2 ,2 ,2000-2249 
"88 Montana Avenue, Toronto, ON",1499000,4 ,5 ,2500-3000 
"512-293 The Kingsway N/a, Toronto, ON",699000,2 ,2 ,700-799 
"3094-3096 Lake Shore Boulevard W, Toronto, ON",999999,– ,– ,
"619-825 Church Street, Toronto, ON",744999,1+1 ,1 ,800-899 
"8 Tilden Crescent, Toronto, ON",988000,2+1 ,2 ,700-1100 
"2105-70 Distillery Lane, Toronto, ON",569000,1 ,1 ,500-599 
"15 Macdonell Avenue E, Toronto, ON",2680000,5+1 ,5 ,2500-3000 
"1506-281 Mutual Street, Toronto, ON",459000,1 ,1 ,500-599 
"221-30 Inn On The Park Drive, Toronto, ON",1679000,3+1 ,3 ,1400-1599 
"1916-70 Roehampton Avenue W, Toronto, ON",969900,2 ,2 ,900-999 
"174 Aylesworth Avenue, Toronto, ON",1299000,4+3 ,4 ,1100-1500 
"5-103B Walmer Road, Toronto, ON",1329000,2+1 ,3 ,1600-1799 
"69 Anndale Drive, Toronto, ON",1349000,3 ,2 ,1100-1500 
"1106-18 Merton Street, Toronto, ON",1198000,2+1 ,3 ,1000-1199 
"6-44 Chester Le Boulevard, Toronto, ON",749000,3 ,2 ,1000-1199 
"47-30 Dundalk Drive, Toronto, ON",599900,3 ,1 ,1000-1199 
"302-7 Broadway Avenue, Toronto, ON",799900,2 ,2 ,1400-1599 
"43 Edenbridge Drive, Toronto, ON",,— ,— ,— 
"40 Dukinfield Crescent, Toronto, ON",1119900,3+1 ,2 ,1100-1500 
"29 Elm Grove Avenue, Toronto, ON",1579000,3+1 ,3 ,2000-2500 
"751-121 Lower Sherbourne Street, Toronto, ON",910000,2+1 ,2 ,700-799 
"317-10 Deerlick Court, Toronto, ON",650000,2 ,2 ,800-899 
"6-5180 Yonge Street, Toronto, ON",699900,1 ,1 ,600-699 
"217-783 Bathurst Street, Toronto, ON",685000,1+1 ,1 ,700-799 
"503-2603 Bathurst Street, Toronto, ON",619000,2 ,2 ,1000-1199 
"1407-175 Cumberland Street, Toronto, ON",1595000,2 ,2 ,1600-1799 
"207-825 Kennedy Road, Toronto, ON",389900,2 ,1 ,900-999 
"148 Brooke Avenue, Toronto, ON",1988000,3 ,2 ,1500-2000 
"21 Courcelette Road, Toronto, ON",2199900,3+1 ,4 ,1500-2000 
"187 Clendenan Avenue, Toronto, ON",2199999,4 ,3 ,2000-2500 
"334 O'connor Drive, Toronto, ON",1049000,2+1 ,2 ,700-1100 
"10-115 Long Branch Avenue, Toronto, ON",849000,2 ,3 ,1200-1399 
"1109-2 Clairtrell Road, Toronto, ON",799000,2+1 ,2 ,900-999 
"187 Roe Avenue, Toronto, ON",3395000,4 ,5 ,2500-3000 
"118 Strathallan Boulevard, Toronto, ON",,— ,— ,— 
"1901-9 Valhalla Inn Road, Toronto, ON",599999,1+1 ,1 ,700-799 
"92 Twenty Sixth Street, Toronto, ON",849000,2+1 ,1 ,< 700 
"3421 Yonge Street, Toronto, ON",349000,restaurant,,
"111 Roxborough Drive, Toronto, ON",4699000,4+1 ,4 ,2500-3000 
"1009-375 King Street W, Toronto, ON",698900,1+1 ,2 ,600-699 
"1501-59 Annie Craig Drive, Toronto, ON",579000,1+1 ,1 ,600-699 
"504-781 King Street W, Toronto, ON",719000,1 ,1 ,600-699 
"412-25 Maitland Street, Toronto, ON",647800,2 ,1 ,800-899 
"4408-180 University Avenue, Toronto, ON",1679900,2 ,3 ,1400-1599 
"PH202-1101 Steeles Avenue W, Toronto, ON",589900,2 ,2 ,1200-1399 
"961 Victoria Park Avenue, Toronto, ON",1129900,3+1 ,2 ,1100-1500 
"24 Anvil Millway N/a, Toronto, ON",749000,2 ,2 ,900-999 
"2013-17 Zorra Street, Toronto, ON",449900,1 ,1 ,500-599 
"S1607-112 George Street, Toronto, ON",698000,1 ,1 ,700-799 
"228-51 Halton Street, Toronto, ON",1069000,2 ,2 ,1000-1199 
"84 Brookview Drive, Toronto, ON",2998000,4+2 ,4 ,2500-3000 
"40 Craigmore Crescent, Toronto, ON",1399900,3+2 ,3 ,1100-1500 
"517-816 Lansdowne Avenue, Toronto, ON",588000,2+1 ,1 ,700-799 
"805-75 The Don Way W, Toronto, ON",499000,– ,1 ,0-499 
"1183 Bloor Street W, Toronto, ON",2499999,– ,– ,
"471 Shaw Street, Toronto, ON",1550000,5 ,4 ,2000-2500 
"10 Overbrook Place, Toronto, ON",1449900,3 ,3 ,1100-1500 
"820-170 Bayview Avenue, Toronto, ON",874900,2 ,2 ,800-899 
"24 English Ivyway N/a, Toronto, ON",959000,3 ,3 ,1400-1599 
"3312-3 Gloucester Street, Toronto, ON",699000,1+1 ,1 ,500-599 
"PH2106-25 Mcmahon Drive, Toronto, ON",899900,2+1 ,2 ,800-899 
"108 Rowntree Mill Road, Toronto, ON",1379000,3+1 ,3 ,1100-1500 
"607-10 Northtown Way, Toronto, ON",599999,1 ,1 ,600-699 
"380 Horsham Avenue, Toronto, ON",2988000,4+1 ,5 ,3000-3500 
"11 Hawthorn Avenue, Toronto, ON",4698000,4 ,5 ,2500-3000 
"44 Sullivan Street, Toronto, ON",1560000,6+1 ,4 ,1100-1500 
"340 Mortimer Avenue, Toronto, ON",1049000,3+1 ,2 ,700-1100 
"1023-55 Merchants' Wharf N/a, Toronto, ON",2739000,2+1 ,3 ,1400-1599 
"2509-33 Lombard Street, Toronto, ON",749900,2 ,1 ,700-799 
"305-2150 Lawrence Avenue E, Toronto, ON",609999,2 ,2 ,700-799 
"1402-21 Grand Magazine Street, Toronto, ON",874000,2 ,2 ,800-899 
"4304-251 Jarvis Street, Toronto, ON",399000,1 ,1 ,0-499 
"210G-200 Keewatin Avenue, Toronto, ON",1950000,3+1 ,2 ,1600-1799 
"157 Lisgar Street, Toronto, ON",1549000,4 ,3 ,< 700 
"5008-1 Yorkville Avenue, Toronto, ON",865000,2 ,2 ,600-699 
"3517 St Clair Avenue E, Toronto, ON",1299900,3+2 ,3 ,1500-2000 
"43 Gondola Crescent, Toronto, ON",799000,3 ,1 ,700-1100 
"208 Olive Avenue, Toronto, ON",1388000,3 ,1 ,700-1100 
"909-11 Wellesley Street W, Toronto, ON",598888,1+1 ,1 ,500-599 
"2207-33 Helendale Avenue, Toronto, ON",739999,2+1 ,2 ,700-799 
"118 Moore Park Avenue, Toronto, ON",1450000,3+1 ,3 ,1100-1500 
"69 D'arcy Street, Toronto, ON",1720000,6+1 ,5 ,2000-2500 
"1 Blithfield Avenue, Toronto, ON",2500000,3+2 ,2 ,1100-1500 
"50 Seton Park Road, Toronto, ON",1249000,3+2 ,4 ,1100-1500 
"701-120 Lombard Street, Toronto, ON",620000,1 ,1 ,600-699 
"3 Blithfield Avenue, Toronto, ON",1899000,3 ,3 ,1100-1500 
"21 Guildcrest Drive, Toronto, ON",,— ,— ,— 
"50 Bruce Farm Drive, Toronto, ON",2099000,3+3 ,4 ,1500-2000 
"451 Sackville Street, Toronto, ON",,— ,— ,— 
"1206-3237 Bayview Avenue, Toronto, ON",599900,2 ,2 ,600-699 
"311-80 Orchid Place Drive, Toronto, ON",599900,2 ,2 ,1000-1199 
"101-150 St Clair Avenue W, Toronto, ON",749900,2 ,1 ,1000-1199 
"730-20 Minowan Miikan Lane, Toronto, ON",579900,2 ,1 ,600-699 
"1706-210 Simcoe Street, Toronto, ON",650000,1+1 ,1 ,600-699 
"539 Crawford Street, Toronto, ON",3980000,3+1 ,5 ,2000-2500 
"155 York Mills Road, Toronto, ON",2590000,3 ,1 ,1100-1500 
"47 Jodphur Avenue, Toronto, ON",969000,3+3 ,2 ,1100-1500 
"806-70 Distillery Lane, Toronto, ON",829900,2 ,2 ,800-899 
"501-68 Broadview Avenue, Toronto, ON",729000,1 ,1 ,800-899 
"202-36 Howard Park Avenue, Toronto, ON",749900,2 ,2 ,700-799 
"9 Elmer Avenue, Toronto, ON",1599000,3+1 ,2 ,1100-1500 
"3006-65 Bremner Boulevard, Toronto, ON",539000,1 ,1 ,0-499 
"706-32 Forest Manor Road, Toronto, ON",598000,1+1 ,2 ,600-699 
"805-3650 Kingston Road, Toronto, ON",375000,– ,1 ,0-499 
"9 Dunvegan Road, Toronto, ON",2897000,3 ,4 ,2000-2500 
"218-20 Bloorview Place, Toronto, ON",1198800,2+1 ,2 ,1200-1399 
"498 Roxton Road, Toronto, ON",3999999,4+1 ,5 ,3000-3500 
"844-5 Soudan Avenue, Toronto, ON",949900,2+1 ,2 ,1000-1199 
"2003-88 Grangeway Avenue, Toronto, ON",629000,2 ,2 ,800-899 
"2108-357 King Street W, Toronto, ON",839999,2 ,2 ,800-899 
"181 Arlington Avenue, Toronto, ON",2399995,4+1 ,4 ,1500-2000 
"928-629 King Street W, Toronto, ON",479900,1 ,1 ,0-499 
"3415-488 University Ave Avenue, Toronto, ON",785000,2 ,1 ,
"60 Maybourne Avenue, Toronto, ON",849000,3+1 ,2 ,1100-1500 
"17 Janellan Terrace, Toronto, ON",1096900,4 ,3 ,1500-2000 
"66 Tudor Glen Crescent, Toronto, ON",899900,3 ,3 ,1500-2000 
"150 Ardwick Boulevard, Toronto, ON",850000,3 ,3 ,1100-1500 
"1205-333 Adelaide Street E, Toronto, ON",1049000,2 ,2 ,1000-1199 
"281 Timberbank Boulevard, Toronto, ON",880000,3+3 ,3 ,1100-1500 
"338-461 Adelaide Street W, Toronto, ON",410000,1 ,1 ,0-499 
"31 Norbert Crescent, Toronto, ON",1799900,4 ,3 ,2500-3000 
"1202-320 Richmond Street E, Toronto, ON",525000,1 ,1 ,0-499 
"207-1950 Kennedy Road, Toronto, ON",449000,2 ,1 ,800-899 
"33 Lemay Road, Toronto, ON",1390000,3 ,1 ,1100-1500 
"1502/03-20 Avoca Avenue, Toronto, ON",1999900,3 ,2 ,1600-1799 
"325-500 Richmond Street W, Toronto, ON",649900,1 ,1 ,800-899 
"71 Gordon Road, Toronto, ON",5388888,5+2 ,8 ,5000 + 
"73 Mare Crescent, Toronto, ON",1058900,3+1 ,4 ,1500-2000 
"1109-716 The West Mall N/a, Toronto, ON",549900,2+1 ,2 ,1000-1199 
"218 Glendonwynne Road, Toronto, ON",3995000,5+2 ,4 ,2500-3000 
"PH 7-16 Harrison Garden Boulevard, Toronto, ON",586200,1 ,1 ,500-599 
"N207-6 Sonic Way, Toronto, ON",490000,1+1 ,1 ,500-599 
"2 Shouldice Court, Toronto, ON",2099000,4+1 ,4 ,2000-2500 
"1303-18 Yonge Street, Toronto, ON",618820,1 ,1 ,600-699 
"3806-2033 Kennedy Road, Toronto, ON",499000,1 ,1 ,500-599 
"1607-99 Broadway Avenue, Toronto, ON",439000,1 ,1 ,0-499 
"1809-3 Gloucester Street, Toronto, ON",888000,2 ,2 ,700-799 
"1803-181 Bedford Road, Toronto, ON",799000,2 ,2 ,700-799 
"1707-10 Markbrook Lane N, Toronto, ON",520000,2 ,2 ,1000-1199 
"310-238 Albion Road, Toronto, ON",549000,3 ,2 ,1000-1199 
"PH 35-21 Balmuto Street, Toronto, ON",3930000,4+2 ,4 ,4000-4249 
"102-35 Tubman Avenue, Toronto, ON",949000,3 ,2 ,900-999 
"62 Antelope Drive, Toronto, ON",1175000,4+2 ,4 ,1500-2000 
"80 Purple Sageway N/a, Toronto, ON",888000,3 ,2 ,1200-1399 
"167-760 Lawrence Avenue W, Toronto, ON",669800,2+1 ,3 ,1000-1199 
"24 Archway Crescent W, Toronto, ON",1389000,3+5 ,10 ,1100-1500 
"3106-295 Adelaide Street W, Toronto, ON",668000,1+1 ,1 ,600-699 
"910-102 Bloor Street West Street W, Toronto, ON",719000,1+1 ,1 ,600-699 
"83 Corinthian Boulevard, Toronto, ON",1298000,4+1 ,4 ,1500-2000 
"7-145 Isaac Devins Boulevard, Toronto, ON",,— ,— ,— 
"2608-40 Homewood Avenue, Toronto, ON",449999,– ,1 ,0-499 
"117 Palm Drive, Toronto, ON",1320000,3+2 ,2 ,1500-2000 
"1606-133 Torresdale Avenue, Toronto, ON",600000,3+1 ,2 ,1200-1399 
"36 Fourteenth Street, Toronto, ON",750000,2 ,2 ,700-1100 
"48 Sullivan Street, Toronto, ON",1288000,5+1 ,2 ,1100-1500 
"1701-25 The Esplanade N/a, Toronto, ON",599000,1+1 ,1 ,700-799 
"D205-200 Chester Le Boulevard, Toronto, ON",738000,2+1 ,2 ,1000-1199 
"2404-210 Victoria Street, Toronto, ON",775000,2 ,2 ,900-999 
"103-7 Watkinson Avenue, Toronto, ON",875000,2+1 ,2 ,900-999 
"1109-11753 Sheppard Avenue E, Toronto, ON",508888,2+1 ,2 ,1000-1199 
"317-72 Esther Shiner Boulevard, Toronto, ON",770000,2+1 ,2 ,800-899 
"33 Bayview Wood, Toronto, ON",,— ,— ,— 
"1012-2 Glamorgan Avenue, Toronto, ON",,— ,— ,— 
"1606-41 Markbrook Lane S, Toronto, ON",569900,2 ,2 ,900-999 
"3615-108 Peter Street, Toronto, ON",599000,1+1 ,1 ,500-599 
"10 Blithfield Avenue, Toronto, ON",1988000,3+4 ,4 ,1500-2000 
"1011-20 Tubman Avenue, Toronto, ON",425000,– ,1 ,0-499 
"505-3420 Eglinton Avenue E, Toronto, ON",399900,3 ,2 ,1400-1599 
"307-81 Wellesley Street E, Toronto, ON",530000,1 ,1 ,500-599 
"96 Shropshire Drive, Toronto, ON",1008888,3 ,2 ,700-1100 
"50 Florence Crescent, Toronto, ON",899999,2 ,2 ,700-1100 
"2410-251 Jarvis Street, Toronto, ON",718000,3 ,1 ,700-799 
"416-5180 Yonge Street, Toronto, ON",735000,2 ,2 ,600-699 
"906-250 Lawrence Avenue W, Toronto, ON",1674900,2+1 ,3 ,1000-1199 
"409-99 Foxbar Road, Toronto, ON",540000,1 ,1 ,500-599 
"102 Cedarcrest Boulevard East, Toronto, ON",899900,4 ,2 ,
"471-60 Ann O'reilly Road, Toronto, ON",490000,1+1 ,1 ,600-699 
"1806-66 Forest Manor Road, Toronto, ON",748800,2 ,2 ,800-899 
"41 St Andrews Boulevard, Toronto, ON",2474900,4 ,5 ,3000-3500 
"736-151 Dan Leckie Way, Toronto, ON",585000,1+1 ,1 ,600-699 
"3405-33 Shore Breeze Drive, Toronto, ON",520000,1 ,1 ,500-599 
"290 Bathurst Street, Toronto, ON",2488800,3+1 ,4 ,1500-2000 
"810-1403 Royal York Road, Toronto, ON",659900,2+1 ,2 ,800-899 
"2010-5791 Yonge Street, Toronto, ON",648000,2 ,1 ,700-799 
"54 Evans Avenue NW, Toronto, ON",199999,– ,– ,51-99 years old
"1604-89 Church Street, Toronto, ON",1039900,2+1 ,2 ,800-899 
"707-3 Marine Parade Drive, Toronto, ON",345900,1 ,1 ,600-699 
"105-55 Lorindale Avenue, Toronto, ON",749000,2 ,2 ,800-899 
"1204-1 Bloor Street E, Toronto, ON",918000,2 ,2 ,700-799 
"A25-284 Mill Road, Toronto, ON",649000,2 ,2 ,1000-1199 
"3201-35 Balmuto Street, Toronto, ON",1650000,2+1 ,2 ,1200-1399 
"1109-68 Grangeway Avenue E, Toronto, ON",629999,2+1 ,2 ,0-499 
"3807-319 Jarvis Street, Toronto, ON",749000,2 ,2 ,600-699 
"1204-65 Annie Craig Drive, Toronto, ON",669000,1+1 ,2 ,600-699 
"65 Strathburn Boulevard, Toronto, ON",1899900,4 ,3 ,3000-3500 
"915-27 Mcmahon Drive, Toronto, ON",599900,1 ,1 ,500-599 
"91 Pamille Place, Toronto, ON",985000,3+1 ,3 ,< 700 
"475 Donlands Avenue, Toronto, ON",2099000,3 ,4 ,2000-2500 
"518-50 Thomas Riley Road, Toronto, ON",589999,1+1 ,1 ,600-699 
"207-35 Hayden Street, Toronto, ON",499900,1 ,1 ,0-499 
"1802-33 Helendale Avenue, Toronto, ON",465000,1 ,1 ,0-499 
"N218-120 Bayview Avenue, Toronto, ON",699000,1+1 ,2 ,700-799 
"707-18 William Carson Crescent, Toronto, ON",1088000,2 ,2 ,1200-1399 
"LPH29-1100 Sheppard Avenue W, Toronto, ON",999000,1+1 ,2 ,600-699 
"810-286 Main Street, Toronto, ON",760000,2 ,2 ,700-799 
"PH2-736 Dundas Street E, Toronto, ON",1075000,1+1 ,1 ,800-899 
"1101-55 Ontario Street, Toronto, ON",998000,2 ,2 ,800-899 
"1219-1100 Sheppard Avenue W, Toronto, ON",590000,2+1 ,2 ,700-799 
"2302-120 Homewood Avenue, Toronto, ON",618000,1+1 ,1 ,600-699 
"3812-252 Church Street, Toronto, ON",648000,1+1 ,2 ,500-599 
"405-36 Zorra Street, Toronto, ON",558888,1+1 ,1 ,500-599 
"163 Woodsworth Road, Toronto, ON",1999000,5 ,3 ,2000-2500 
"9 Spring Grove Avenue, Toronto, ON",1159900,3+1 ,3 ,1100-1500 
"1408 Kingston Road, Toronto, ON",1700000,– ,– ,
"1408 Kingston Road, Toronto, ON",1700000,– ,– ,
"1103-120 Homewood Avenue, Toronto, ON",623000,1+1 ,1 ,600-699 
"4402-87 Peter Street, Toronto, ON",868800,3 ,2 ,700-799 
"307-135 Wynford Drive, Toronto, ON",695000,2 ,2 ,800-899 
"42 Crimson Millway , Toronto, ON",1099000,4 ,3 ,
"#212-2825 Islington Avenue, Toronto, ON",399900,2 ,2 ,900-999 
"16 Stokewell Place, Toronto, ON",1050000,3+2 ,2 ,700-1100 
"605-161 Roehampton Avenue, Toronto, ON",565800,1+1 ,1 ,600-699 
"966 College Street, Toronto, ON",2695000,– ,– ,
"404-555 Yonge Street, Toronto, ON",499990,1 ,1 ,600-699 
"44 Leahurst Drive, Toronto, ON",989999,3+3 ,3 ,700-1100 
"14-33 Four Winds Drive, Toronto, ON",798000,4+1 ,3 ,1000-1199 
"1807-6 Eva Road, Toronto, ON",589998,2 ,2 ,700-799 
"307-543 Richmond Street W, Toronto, ON",519000,– ,1 ,0-499 
"1407-81 Wellesley Street E, Toronto, ON",502000,1 ,1 ,500-599 
"183 Livingstone Avenue W, Toronto, ON",869900,2+2 ,3 ,700-1100 
"2309-15 Holmes Avenue, Toronto, ON",579900,1 ,1 ,0-499 
"1210-55 Harrison Garden Boulevard N, Toronto, ON",,— ,— ,— 
"72 Gordon Road, Toronto, ON",4688000,5+1 ,6 ,3500-5000 
"2651 Yonge Street, Toronto, ON",3288888,– ,– ,
"2607 Yonge Street, Toronto, ON",2798880,– ,– ,
"2615 Yonge Street, Toronto, ON",2600000,– ,– ,
"1710-10 Inn On The Park Drive, Toronto, ON",2188000,3 ,3 ,1800-1999 
"3-8 Eaton Park Lane, Toronto, ON",990000,4+1 ,4 ,1500-2000 
"12 Fraserwood Avenue, Toronto, ON",2700000,16+6 ,11 ,5000 + 
"10 Fraserwood Avenue, Toronto, ON",2800000,16+6 ,11 ,5000 + 
"2807-81 Navy Wharf Court, Toronto, ON",566000,1 ,1 ,500-599 
"41 Wasdale Crescent, Toronto, ON",3300000,22+11 ,11 ,5000 + 
"27 Dalbret Crescent, Toronto, ON",1388000,4+3 ,5 ,1500-2000 
"598 Bathurst Street, Toronto, ON",1399900,6+4 ,5 ,2000-2500 
"15 Benary Crescent, Toronto, ON",949000,3+1 ,3 ,700-1100 
"2204-18 Harrison Garden Boulevard, Toronto, ON",648000,2 ,2 ,700-799 
"1511-95 Mcmahon Drive, Toronto, ON",558000,1 ,1 ,500-599 
"17 Glenheather Terrace, Toronto, ON",1499000,4+2 ,4 ,2500-3000 
"26 Mcmillan Avenue, Toronto, ON",1299900,3+4 ,4 ,1100-1500 
"1413-50 Power Street, Toronto, ON",768888,2 ,2 ,800-899 
"302-2A Church Street, Toronto, ON",968888,3+1 ,2 ,1000-1199 
"405-2A Church Street, Toronto, ON",768888,2 ,2 ,800-899 
"713-50 Power Street, Toronto, ON",748888,2 ,2 ,800-899 
"36 Bannatyne Drive, Toronto, ON",1588888,4+1 ,3 ,3500-5000 
"56 Blandford Street, Toronto, ON",899000,3 ,2 ,1100-1500 
"623-859 The Queensway N/a, Toronto, ON",599000,2+1 ,2 ,800-899 
"1507-797 Don Mills Road, Toronto, ON",524900,1+1 ,1 ,600-699 
"33 Andrew Avenue, Toronto, ON",799000,– ,– ,< 700 
"1004-50 Lombard Street, Toronto, ON",421000,1 ,1 ,500-599 
"227 Codsell Avenue, Toronto, ON",,— ,— ,— 
"5111-45 Charles Street E, Toronto, ON",679900,1+1 ,2 ,500-599 
"1108-330 Dixon Road, Toronto, ON",369000,1 ,1 ,800-899 
"620-25 Adra Grado Way, Toronto, ON",1499800,2+1 ,3 ,1800-1999 
"506-37 Avondale Avenue, Toronto, ON",,— ,— ,— 
"1202-188 Cumberland Street, Toronto, ON",738800,1 ,1 ,500-599 
"2033-100 Mornelle Court, Toronto, ON",549999,3 ,2 ,1200-1399 
"6 Enfield Avenue, Toronto, ON",1699900,4+2 ,4 ,2500-3000 
"12 Connaught Avenue, Toronto, ON",1,2+1 ,1 ,700-1100 
"1111-11 Yorkville Avenue, Toronto, ON",995000,1 ,1 ,600-699 
"2616-700 Humberwood Boulevard, Toronto, ON",459900,1 ,1 ,600-699 
"402-3380 Eglinton Avenue E, Toronto, ON",479000,2 ,2 ,900-999 
"501-130 River Street, Toronto, ON",499900,1+1 ,1 ,500-599 
"1512-5 Massey Square, Toronto, ON",495000,2 ,1 ,900-999 
"9 Byng Avenue, Toronto, ON",725000,3 ,2 ,
"2107-219 Fort York Boulevard, Toronto, ON",499000,– ,1 ,0-499 
"PH1-3130 Yonge Street, Toronto, ON",638000,1 ,1 ,600-699 
"1268 Davenport Road, Toronto, ON",1149900,4 ,2 ,1500-2000 
"19 Cathedral Bluffs Drive, Toronto, ON",1369000,4 ,2 ,1500-2000 
"109B Heale Avenue, Toronto, ON",1600000,4+3 ,5 ,1500-2000 
"12-1455 O'connor Drive, Toronto, ON",1245990,2+1 ,3 ,1200-1399 
"505-270 Queens Quay W, Toronto, ON",627333,2+1 ,1 ,800-899 
"4332-5 Mabelle Avenue, Toronto, ON",738888,2 ,2 ,800-899 
"23-1455 O'connor Drive, Toronto, ON",1249990,2+1 ,3 ,1200-1399 
"1106-80 Queens Wharf Road, Toronto, ON",898888,3 ,2 ,900-999 
"6-1455 O'connor Drive, Toronto, ON",1249990,2+1 ,3 ,1200-1399 
"81 Clarinda Drive, Toronto, ON",2888000,5+1 ,5 ,2500-3000 
"246 Riverside Drive, Toronto, ON",,— ,— ,— 
"19 Albani Street, Toronto, ON",1399900,3+2 ,3 ,700-1100 
"275 Jeffcoat Drive, Toronto, ON",1029000,4 ,2 ,1500-2000 
"20 Brantley Crescent, Toronto, ON",1499900,4+2 ,4 ,2500-3000 
"206-1703 Mccowan Road E, Toronto, ON",500000,2+1 ,1 ,1000-1199 
"1811-501 St Clair Avenue W, Toronto, ON",799500,2 ,2 ,800-899 
"634 Staines Road, Toronto, ON",1099000,3 ,3 ,1500-2000 
"2085-100 Mornelle Court, Toronto, ON",549000,3+2 ,2 ,1000-1199 
"44 Seminole Avenue, Toronto, ON",999999,3+1 ,2 ,700-1100 
"259 Morningside Avenue, Toronto, ON",75000,– ,– ,
"3212-50 O'neill Drive, Toronto, ON",479900,1+1 ,1 ,500-599 
"106 Silverstone Drive, Toronto, ON",1099999,3+4 ,3 ,1100-1500 
"321-20 Southport Street, Toronto, ON",698000,2+1 ,2 ,1000-1199 
"244 Burbank Drive, Toronto, ON",,— ,— ,— 
"601-801 King Street, Toronto, ON",621000,1+1 ,1 ,700-799 
"PH4-889 Bay Street, Toronto, ON",1125000,2+1 ,2 ,1200-1399 
"1205-99 Blackwell Avenue, Toronto, ON",465000,2 ,2 ,900-999 
"3912-35 Mercer Street, Toronto, ON",759990,2 ,2 ,600-699 
"307-12 Rean Drive, Toronto, ON",589000,1+1 ,1 ,700-799 
"84 Bannatyne Drive, Toronto, ON",2180000,5+1 ,4 ,2500-3000 
"G35-4168 Finch Avenue E, Toronto, ON",175000,– ,– ,
"2307-4968 Yonge Street, Toronto, ON",599000,1+1 ,1 ,600-699 
"503-2 Post Road, Toronto, ON",6500000,2+1 ,3 ,2500-2749 
"5 Haven Hill Square, Toronto, ON",990000,4 ,4 ,1500-2000 
"12 Dashwood Crescent, Toronto, ON",798990,3+1 ,2 ,1100-1500 
"411-96 St Patrick Street, Toronto, ON",470000,1 ,1 ,0-499 
"62 Harvard Avenue, Toronto, ON",1850000,6+1 ,5 ,2500-3000 
"108 Dorset Road, Toronto, ON",1039000,3+3 ,2 ,700-1100 
"2302-20 Edward Street W, Toronto, ON",649000,1 ,1 ,500-599 
"62 Harvard Avenue, Toronto, ON",1850000,6+1 ,5 ,2500-3000 
"1001-111 Bathurst Street, Toronto, ON",428800,1 ,1 ,0-499 
"410-1 Rowntree Road, Toronto, ON",639911,2+1 ,3 ,1200-1399 
"332-30 Shore Breeze Drive, Toronto, ON",538000,1 ,1 ,0-499 
"309-2 Post Road, Toronto, ON",4200000,2 ,3 ,1800-1999 
"735-5 Hanna Avenue, Toronto, ON",689850,1 ,2 ,700-799 
"1907-1461 Lawrence Avenue W, Toronto, ON",559000,2 ,2 ,600-699 
"2002-832 Bay Street, Toronto, ON",780000,2 ,2 ,700-799 
"110-2 Post Road, Toronto, ON",3900000,2+1 ,3 ,2000-2249 
"55 Angus Drive, Toronto, ON",1099000,3 ,2 ,2000-2500 
"1204-39 Roehampton Avenue, Toronto, ON",699999,2+1 ,2 ,700-799 
"804-70 Mill Street, Toronto, ON",495000,1 ,1 ,600-699 
"120-284 St Helens Avenue, Toronto, ON",549000,– ,1 ,16-30 years old
"411-1 Falaise Road, Toronto, ON",474991,1+1 ,1 ,500-599 
"406-3303 Don Mills Road, Toronto, ON",998000,2 ,2 ,1400-1599 
"1103-30 Wellington Street E, Toronto, ON",929000,1+1 ,1 ,1000-1199 
