address,price,beds,baths,sqft
"85 Joicey Boulevard, Toronto, ON",3650000,4+1 ,4 ,3000-3500 
"2009-3077 Weston Road, Toronto, ON",570000,3 ,2 ,900-999 
"63 Hallam Street, Toronto, ON",1000000,3+1 ,3 ,1100-1500 
"1A-1 St Thomas Street, Toronto, ON",5995000,2 ,3 ,3750-3999 
"1902-238 Doris Avenue, Toronto, ON",579000,2 ,2 ,700-799 
"1265 Woodbine Avenue, Toronto, ON",1099000,3 ,2 ,1100-1500 
"1114-9 Tecumseth Street, Toronto, ON",759999,2 ,1 ,700-799 
"312-1660 Bloor Street W, Toronto, ON",891990,2+1 ,2 ,700-799 
"314-316 Queen Street E, Toronto, ON",2999000,2 ,7 ,3500-5000 
"314-316 Queen Street E, Toronto, ON",2999000,2 ,7 ,3500-5000 
"706-125 Village Green Square, Toronto, ON",524990,1 ,1 ,600-699 
"405-150 Logan Avenue, Toronto, ON",939000,2 ,2 ,900-999 
"11 Trinnell Boulevard, Toronto, ON",919000,3+2 ,2 ,700-1100 
"1109-18 Holmes Avenue, Toronto, ON",498000,1 ,1 ,500-599 
"669 Bedford Park Avenue, Toronto, ON",3639000,4+1 ,6 ,3000-3500 
"233-366 The East Mall N/a, Toronto, ON",660000,3+1 ,3 ,1200-1399 
"3402-12 York Street, Toronto, ON",729000,2 ,2 ,700-799 
"9-50 Blackwell Avenue, Toronto, ON",765000,4 ,2 ,1000-1199 
"4506-115 Blue Jays Way, Toronto, ON",549900,1 ,1 ,500-599 
"33 Hopperton Drive, Toronto, ON",1988000,4 ,2 ,1500-2000 
"88 Brookdale Avenue, Toronto, ON",2689000,4+1 ,4 ,2000-2500 
"UNIT A-2229 Kingston Road, Toronto, ON",850000,– ,1 ,0-5 years old
"25-18 Applewood Lane, Toronto, ON",908888,3+1 ,4 ,1400-1599 
"159 Meadowvale Road, Toronto, ON",1779000,4+1 ,4 ,2500-3000 
"2393 Dundas Street W, Toronto, ON",5100000,– ,– ,
"45 South Drive, Toronto, ON",5475000,3+1 ,4 ,2500-3000 
"3512-208 Queens Quay Boulevard W, Toronto, ON",599000,1 ,1 ,500-599 
"1904-21 Overlea Boulevard, Toronto, ON",473000,1 ,1 ,800-899 
"4801-311 Bay Street, Toronto, ON",7388000,3 ,5 ,3500-3749 
"4403-50 Yorkville Avenue, Toronto, ON",8980000,2 ,3 ,3250-3499 
"49 Grantbrook Street, Toronto, ON",2989999,5+2 ,6 ,3500-5000 
"73 William Durie Way, Toronto, ON",2399800,4 ,5 ,3000-3500 
"1003-90 Dale Avenue, Toronto, ON",540000,2 ,2 ,1000-1199 
"804-130 Carlton Street, Toronto, ON",1399900,2+1 ,3 ,2500-2749 
"2811-8 Mercer Street, Toronto, ON",849900,2+1 ,2 ,800-899 
"598 Mount Pleasant Road, Toronto, ON",1850000,– ,3 ,51-99 years old
"TH16-871 Sheppard Avenue W, Toronto, ON",395000,1 ,1 ,0-499 
"407-50 Brian Harrison Way, Toronto, ON",599999,2 ,2 ,700-799 
"512-225 Bamburgh Circle, Toronto, ON",525000,1+1 ,1 ,800-899 
"703-170 Avenue Road, Toronto, ON",599000,1 ,1 ,0-499 
"1027 Willowdale Avenue, Toronto, ON",,— ,— ,— 
"374 Morrish Road, Toronto, ON",1125000,3+2 ,2 ,700-1100 
"43 Brookfield Road, Toronto, ON",,— ,— ,— 
"12 Belsize Drive, Toronto, ON",2498000,3+1 ,3 ,1500-2000 
"4990 Dundas Street W, Toronto, ON",3229000,– ,– ,
"5000 Dundas Street W, Toronto, ON",3229000,– ,– ,
"1040 The Queensway Avenue, Toronto, ON",30000,– ,– ,0-499 
"44 Bennington Heights Drive, Toronto, ON",6295000,4+2 ,6 ,3000-3500 
"2510-18 Holmes Avenue, Toronto, ON",678000,2 ,2 ,800-899 
"101-219 Wilson Avenue, Toronto, ON",629999,2 ,1 ,800-899 
"912-130 River Street, Toronto, ON",489000,1 ,1 ,500-599 
"231-830 Lawrence Avenue W, Toronto, ON",689800,2 ,2 ,700-799 
"2107-15 Windermere Avenue, Toronto, ON",718000,2 ,2 ,700-799 
"305 Bessborough Drive, Toronto, ON",2498000,5 ,5 ,2500-3000 
"103-207 Wellesley Street E, Toronto, ON",699900,2+1 ,2 ,900-999 
"1 Camilla Crescent, Toronto, ON",2117000,4+2 ,5 ,3000-3500 
"N1104-116 George Street, Toronto, ON",500000,1 ,1 ,600-699 
"814-705 King Street W, Toronto, ON",519999,1+1 ,1 ,700-799 
"2615-5168 Yonge Street, Toronto, ON",1099000,2+1 ,3 ,900-999 
"183-27 Snowshoe Mill Way, Toronto, ON",1288000,4 ,3 ,1600-1799 
"1223-4K Spadina Avenue, Toronto, ON",759000,1+1 ,2 ,700-799 
"3002-99 Harbour Square, Toronto, ON",950000,2 ,2 ,900-999 
"PH12-195 Redpath Avenue, Toronto, ON",588808,2 ,2 ,600-699 
"7 Douglas Crescent, Toronto, ON",4488000,4 ,4 ,3500-5000 
"17 Haverson Boulevard, Toronto, ON",1499000,3 ,5 ,2500-3000 
"56A Bellman Avenue, Toronto, ON",2288000,4 ,4 ,2500-3000 
"207-2152 Lawrence Avenue E, Toronto, ON",605000,1+1 ,2 ,700-799 
"306-180 Shaw Street, Toronto, ON",465500,– ,– ,
"1110-236 Albion Road, Toronto, ON",499800,3 ,2 ,1000-1199 
"1201-135 Antibes Drive, Toronto, ON",680000,2 ,2 ,1000-1199 
"31 Poplar Road, Toronto, ON",1149000,4 ,2 ,1500-2000 
"1902-18 Graydon Hall Drive, Toronto, ON",503000,1 ,1 ,500-599 
"68 Nelson Street, Toronto, ON",1098000,3+1 ,2 ,1500-2000 
"19 Vernham Avenue, Toronto, ON",4680000,4+1 ,6 ,5000 + 
"220 Main Street, Toronto, ON",799000,4 ,2 ,1500-2000 
"N1010-7 Golden Lion Heights, Toronto, ON",,— ,— ,— 
"308-2285 Lake Shore Boulevard W, Toronto, ON",1175000,2 ,2 ,1200-1399 
"331-1185 The Queensway Avenue, Toronto, ON",518800,1 ,1 ,500-599 
"328-88 Colgate Avenue, Toronto, ON",699900,1 ,1 ,500-599 
"53 Culnan Avenue E, Toronto, ON",2348000,4+1 ,6 ,3000-3500 
"11 Alma Avenue, Toronto, ON",1349000,3+1 ,2 ,1100-1500 
"16 Everingham Court, Toronto, ON",1699888,3+1 ,2 ,1100-1500 
"205 Heath Street W, Toronto, ON",5490000,4 ,3 ,5000 + 
"307-45 Silverstone Drive, Toronto, ON",599000,3 ,2 ,1400-1599 
"SPH2-1 Aberfoyle Crescent, Toronto, ON",1745000,3 ,3 ,2250-2499 
"416-90 Sumach Street, Toronto, ON",1350000,1+1 ,1 ,1200-1399 
"80 North Drive, Toronto, ON",7485000,3 ,5 ,3500-5000 
"1314-20 Edward Street, Toronto, ON",599999,1+1 ,1 ,600-699 
"2311-36 Lee Centre Drive, Toronto, ON",545000,2 ,2 ,800-899 
"403-319 Carlaw Avenue, Toronto, ON",739800,1+1 ,1 ,600-699 
"5203-180 University Avenue, Toronto, ON",3199000,2+1 ,3 ,1800-1999 
"38 Greengate Road, Toronto, ON",5480000,4+1 ,9 ,5000 + 
"66 Aura Lea Boulevard, Toronto, ON",1549999,4+1 ,4 ,3000-3500 
"1104-50 Thomas Riley Road, Toronto, ON",749999,2+1 ,2 ,900-999 
"603-2500 Bridletowne Circle S, Toronto, ON",398000,2 ,1 ,900-999 
"910-8 Dovercourt Avenue, Toronto, ON",1699000,2+1 ,2 ,1200-1399 
"3217* Yonge Street, Toronto, ON",9500000,– ,– ,
"705-3650 Kingston Road, Toronto, ON",379900,– ,1 ,0-499 
"516-27 Canniff Street, Toronto, ON",780000,2 ,2 ,1000-1199 
"604-390 Cherry Street, Toronto, ON",579900,1 ,1 ,500-599 
"816-5 Defries Street, Toronto, ON",499000,1+1 ,2 ,600-699 
"406-2720 Dundas Street W, Toronto, ON",579900,1 ,1 ,600-699 
"100 Dalhousie St Street N, Toronto, ON",99000,– ,– ,
"527-621 Sheppard Avenue E, Toronto, ON",420000,1+1 ,1 ,500-599 
"6-10A Cecil Street, Toronto, ON",1659000,4+1 ,4 ,1800-1999 
"3008-65 St Mary Street, Toronto, ON",849000,1+1 ,1 ,500-599 
"504-35 Brian Peck Crescent, Toronto, ON",820000,2+1 ,2 ,900-999 
"918-36 Blue Jays Way, Toronto, ON",789000,1+1 ,2 ,900-999 
"57 Shanly Street, Toronto, ON",1699900,5+1 ,3 ,1100-1500 
"21 Gracefield Avenue, Toronto, ON",1199888,3+2 ,2 ,1100-1500 
"394 Keewatin Avenue, Toronto, ON",1745000,3 ,2 ,1100-1500 
"1209-8 Scollard Street, Toronto, ON",499900,– ,1 ,0-499 
"34 Greengate Road, Toronto, ON",7585000,5+2 ,8 ,5000 + 
"3 Glen Gordon Road, Toronto, ON",1500000,4+1 ,4 ,1500-2000 
"15 Fairmeadow Avenue, Toronto, ON",4888000,4+1 ,6 ,3500-5000 
"402-3233 Eglinton Avenue E, Toronto, ON",569000,2 ,2 ,1200-1399 
"317-403 Church Street, Toronto, ON",643800,1+1 ,1 ,600-699 
"308-2301 Danforth Avenue, Toronto, ON",669990,2 ,2 ,700-799 
"109-12 Old Mill Trail, Toronto, ON",1445000,2+1 ,2 ,1400-1599 
"512-889 Bay Street, Toronto, ON",670000,1+1 ,1 ,700-799 
"104-7 Dale Avenue, Toronto, ON",5500000,2 ,3 ,2000-2249 
"115-1001 Roselawn Avenue, Toronto, ON",845000,2 ,2 ,900-999 
"63 Mendelssohn Street, Toronto, ON",,— ,— ,— 
"19 Sandyhook Square, Toronto, ON",1299900,3+2 ,4 ,1500-2000 
"2212-4955 Yonge Street, Toronto, ON",608900,1+1 ,2 ,600-699 
"1506-18 Lee Centre Drive, Toronto, ON",649900,4 ,2 ,1200-1399 
"1301-103 The Queensway Avenue, Toronto, ON",535000,1 ,1 ,600-699 
"303-8 Fieldway Road W, Toronto, ON",549900,1+1 ,1 ,600-699 
"703-355 Bedford Park Avenue, Toronto, ON",5249000,3+1 ,4 ,3250-3499 
"1609-509 Beecroft Road, Toronto, ON",816900,2 ,2 ,900-999 
"38 Tarbert Road, Toronto, ON",2198000,4 ,4 ,2500-3000 
"326-20 O'neill Road, Toronto, ON",849000,2+1 ,2 ,800-899 
"919-60 Tannery Road, Toronto, ON",599900,1+1 ,1 ,600-699 
"2502-830 Lawrence Avenue W, Toronto, ON",710000,2+1 ,2 ,800-899 
"68 Blakemanor Boulevard, Toronto, ON",950000,4+1 ,3 ,1500-2000 
"1610-889 Bay Street, Toronto, ON",2498800,2 ,3 ,2750-2999 
"2415-125 Western Battery Road, Toronto, ON",898888,2+1 ,2 ,800-899 
"803-7 Smith Crescent, Toronto, ON",776500,2 ,1 ,700-799 
"431-1030 King Street W, Toronto, ON",594000,1+1 ,1 ,500-599 
"200 Clanton Park Road, Toronto, ON",3189000,5+2 ,7 ,3500-5000 
"703-286 Main Street, Toronto, ON",745000,2 ,2 ,700-799 
"1605-1910 Lakeshore Boulevard W, Toronto, ON",789999,2+1 ,2 ,800-899 
"905-116 George Street, Toronto, ON",959000,2 ,2 ,900-999 
"1156 Bloor Street W, Toronto, ON",2590000,4+1 ,6 ,2500-3000 
"1156 Bloor Street W, Toronto, ON",2590000,4+1 ,6 ,2500-3000 
"126 Slan Avenue, Toronto, ON",990000,3 ,2 ,1500-2000 
"52B Cork Avenue, Toronto, ON",2477000,4+1 ,6 ,3000-3500 
"PH101-88 Palace Pier Court, Toronto, ON",819900,2+1 ,2 ,0-499 
"1203-900 Mount Pleasant Road, Toronto, ON",899900,2+1 ,2 ,900-999 
"115-365 Dundas Street E, Toronto, ON",595000,1+1 ,1 ,900-999 
"106-360 Bloor Street E, Toronto, ON",1699000,2 ,3 ,2000-2249 
"1108-5 Massey Square, Toronto, ON",525000,2+1 ,1 ,900-999 
"18 Richgrove Drive, Toronto, ON",849000,4 ,3 ,1100-1500 
"905-10 Eva Road, Toronto, ON",599000,2 ,2 ,700-799 
"27 Old Yonge Street, Toronto, ON",,— ,— ,— 
"406-27 Bathurst Street, Toronto, ON",875000,2+1 ,2 ,900-999 
"111 Knowles Drive, Toronto, ON",999500,4 ,3 ,1500-2000 
"3809-7 Grenville Street, Toronto, ON",645000,1+1 ,1 ,500-599 
"4407-1 Bloor Street E, Toronto, ON",999900,2+1 ,2 ,800-899 
"4010-101 Charles Street E, Toronto, ON",868000,2 ,2 ,800-899 
"38 Fifeshire Road, Toronto, ON",5995000,4+1 ,5 ,3000-3500 
"66 Pony Farm Drive, Toronto, ON",1249000,4 ,4 ,1500-2000 
"57-121 Centennial Road, Toronto, ON",675000,3 ,2 ,1000-1199 
"13 Gore Street, Toronto, ON",999999,3+1 ,3 ,700-1100 
"804-158 Front Street E, Toronto, ON",448000,1 ,1 ,0-499 
"5002-70 Annie Craig Drive, Toronto, ON",647700,1+1 ,2 ,600-699 
"836-21 Dale Avenue, Toronto, ON",799000,2 ,2 ,1000-1199 
"8 Hepbourne Street, Toronto, ON",1799900,6+1 ,4 ,2000-2500 
"11 Valdane Drive, Toronto, ON",1479900,3 ,3 ,1500-2000 
"602-15 Sousa Mendes Street, Toronto, ON",899999,2+1 ,3 ,1000-1199 
"611-12 Sudbury Street, Toronto, ON",888888,3 ,2 ,900-999 
"501-80 Cumberland Street, Toronto, ON",1298000,2 ,3 ,1000-1199 
"1805-57 St. Joseph Street, Toronto, ON",888000,2 ,2 ,700-799 
"150-38 Howard Park Avenue, Toronto, ON",724900,1+1 ,1 ,600-699 
"412W-500 Queens Quay N/a W, Toronto, ON",589900,1 ,1 ,600-699 
"1109-10 York Street, Toronto, ON",624900,1 ,1 ,600-699 
"48 Cornelius Parkway, Toronto, ON",2749900,4+1 ,5 ,3000-3500 
"4A-2761 Markham Rd Road E, Toronto, ON",599000,– ,– ,
"463 St Clarens Avenue, Toronto, ON",1649000,6+2 ,5 ,2000-2500 
"420-801 King Street W, Toronto, ON",579000,1+1 ,1 ,600-699 
"1557 Midland Avenue, Toronto, ON",1059000,4 ,4 ,2000-2500 
"3606-117 Mcmahon Drive, Toronto, ON",590000,1 ,1 ,600-699 
"71 Vauxhall Drive, Toronto, ON",899000,3+2 ,2 ,1100-1500 
"606-286 Main Street, Toronto, ON",619900,1 ,1 ,500-599 
"28 Ternhill Crescent, Toronto, ON",3848000,4+1 ,6 ,3500-5000 
"3414-386 Yonge Street, Toronto, ON",590000,1 ,1 ,500-599 
"118 Airdrie Road, Toronto, ON",4399000,4+1 ,6 ,2500-3000 
"37 Rowley Avenue, Toronto, ON",3998880,4+1 ,5 ,2500-3000 
"50 Watson Avenue, Toronto, ON",,— ,— ,— 
"1107-21 Overlea Boulevard NE, Toronto, ON",445000,1 ,1 ,600-699 
"4106-28 Freeland Street, Toronto, ON",688000,1+1 ,1 ,600-699 
"802-301 Prudential Drive, Toronto, ON",455000,2 ,1 ,800-899 
"216-150 Fairview Mall Drive, Toronto, ON",548000,1+1 ,2 ,700-799 
"36 Frances Avenue, Toronto, ON",1388000,3 ,2 ,1100-1500 
"53-33 Proudbank Millway Way, Toronto, ON",1225000,3+1 ,4 ,1600-1799 
"101-2721 Victoria Park Avenue, Toronto, ON",519999,2 ,1 ,800-899 
"3501-8 Widmer Street, Toronto, ON",458000,– ,1 ,0-499 
"824-295 Adelaide Street W, Toronto, ON",999888,2 ,2 ,1000-1199 
"44-452 Silverstone Drive, Toronto, ON",698888,4+1 ,3 ,1400-1599 
"1510-100 Wingarden Court, Toronto, ON",699000,3+1 ,2 ,1400-1599 
"906-859 The Queensway Street, Toronto, ON",580000,2 ,2 ,700-799 
"712-30 Inn On The Park Drive, Toronto, ON",649900,1+1 ,2 ,600-699 
"59 Hollydene Road, Toronto, ON",1045000,3+3 ,3 ,700-1100 
"917-19 Western Battery Road, Toronto, ON",595000,2 ,1 ,600-699 
"3537 St Clair Avenue E, Toronto, ON",5178700,– ,– ,
"1698 Weston Road, Toronto, ON",3990000,– ,– ,
"720-955 Bay Street, Toronto, ON",625000,1+1 ,1 ,600-699 
"4909-1080 Bay Street, Toronto, ON",1318000,2 ,2 ,800-899 
"1095 Bellamy Road N, Toronto, ON",4299999,– ,3 ,31-50 years old
"205 The Donway East N/a, Toronto, ON",1599000,3 ,3 ,2000-2500 
"410 Euclid Avenue, Toronto, ON",,— ,— ,— 
"3312-8 The Esplanade N/a, Toronto, ON",688000,1+1 ,2 ,700-799 
"402-18 Rean Drive, Toronto, ON",548000,1+1 ,1 ,500-599 
"805-75 Queens Wharf Road, Toronto, ON",649000,1+1 ,1 ,600-699 
"2002-710 Humberview Boulevard, Toronto, ON",629900,2 ,2 ,800-899 
"14 Northmount Avenue, Toronto, ON",2149900,4+4 ,6 ,3500-5000 
"1801-1 Michael Power Place, Toronto, ON",498888,1 ,1 ,500-599 
"3701-125 Village Green Square, Toronto, ON",459000,1 ,1 ,500-599 
"1605-609 Avenue Road, Toronto, ON",699900,1+1 ,2 ,600-699 
"1706-252 Church Street, Toronto, ON",598000,1+1 ,1 ,500-599 
"706-361 Front Street W, Toronto, ON",588000,1+1 ,1 ,600-699 
"1448 Gerrard Street E, Toronto, ON",1699900,– ,4 ,
"N2708-7 Golden Lion Heights, Toronto, ON",790000,2 ,2 ,700-799 
"1603-219 Dundas Street E, Toronto, ON",580000,1+1 ,1 ,500-599 
"1007-980 Yonge Street, Toronto, ON",599000,1+1 ,1 ,800-899 
"2709-15 Iceboat Terrace, Toronto, ON",759000,2 ,2 ,700-799 
"206-10 Markbrook Lane, Toronto, ON",485000,1+1 ,1 ,800-899 
"1104-7 Mabelle Avenue, Toronto, ON",625000,2 ,2 ,700-799 
"525-859 The Queensway N/a, Toronto, ON",620000,2+1 ,2 ,800-899 
"TH02-508 Wellington Street W, Toronto, ON",1598000,– ,3 ,6-15 years old
"808-250 Lawrence Avenue, Toronto, ON",1159000,2 ,2 ,700-799 
"TH02-508 Wellington Street W, Toronto, ON",1598000,– ,3 ,6-15 years old
"410-165 Canon Jackson Drive, Toronto, ON",675900,2 ,2 ,800-899 
"1518-155 Yorkville Avenue, Toronto, ON",799900,2 ,2 ,700-799 
"26-4 Vale Carse Way, Toronto, ON",979999,3 ,2 ,1200-1399 
"17-296 Torresdale Avenue, Toronto, ON",699900,3+1 ,4 ,1800-1999 
"16 Paragon Road, Toronto, ON",1500000,3+3 ,4 ,700-1100 
"3001-55 Mercer Street, Toronto, ON",825000,1+1 ,1 ,700-799 
"306-500 Dupont Street, Toronto, ON",695000,2 ,2 ,600-699 
"308 Ridgewood Road, Toronto, ON",2199000,4+1 ,6 ,3000-3500 
"PH4-2 Anndale Drive, Toronto, ON",2199000,2+2 ,3 ,2250-2499 
"37 Marcella Street, Toronto, ON",1099000,4+2 ,5 ,2000-2500 
"1205-25 Town Centre Court, Toronto, ON",678000,2 ,2 ,1000-1199 
"303-80 Vanauley Street, Toronto, ON",799900,1+1 ,2 ,700-799 
"220-17 Coneflower Crescent, Toronto, ON",698000,2+1 ,2 ,900-999 
"3007-2212 Lake Shore Boulevard W, Toronto, ON",565000,1 ,1 ,500-599 
"602-8 Charlotte Street, Toronto, ON",899000,2 ,2 ,800-899 
"18-100 Coxwell Avenue, Toronto, ON",984000,3 ,3 ,1400-1599 
"315 Mutual Street, Toronto, ON",1998000,4+1 ,3 ,1500-2000 
"2803-252 Church Street, Toronto, ON",698000,2 ,2 ,600-699 
"2605-11 Bogert Avenue, Toronto, ON",749000,1+1 ,2 ,600-699 
"1708-8 Mercer Street, Toronto, ON",1149000,3 ,2 ,900-999 
"438-15 Merchants Wharf N/a, Toronto, ON",719900,1+1 ,1 ,600-699 
"551 Military Trail, Toronto, ON",1799900,4 ,3 ,2000-2500 
"1107-716 The West Mall N/a, Toronto, ON",399000,1+1 ,1 ,900-999 
"922-2799 Kingston Road, Toronto, ON",629000,3 ,3 ,1200-1399 
"1003-840 Queen's Plate Drive, Toronto, ON",529999,1+1 ,2 ,700-799 
"15 Beulah Street, Toronto, ON",999900,3+1 ,3 ,1100-1500 
"18-8 Eaton Park Lane, Toronto, ON",899000,3+1 ,4 ,1500-2000 
"911-5 Marine Parade Drive, Toronto, ON",859900,2 ,2 ,900-999 
"27 Mulholland Avenue, Toronto, ON",1995000,3 ,4 ,2500-3000 
"20 Henry Welsh Drive, Toronto, ON",998000,3 ,3 ,1500-2000 
"617-44 St Joseph Street, Toronto, ON",604000,1+1 ,1 ,600-699 
"1 Oregon Trail, Toronto, ON",3255600,4+2 ,6 ,3500-5000 
"18 Greengate Road, Toronto, ON",3100000,5+1 ,3 ,1500-2000 
"911-60 Berwick Avenue, Toronto, ON",866666,2 ,2 ,700-799 
"1712-27 Bathurst St , Toronto, ON",774999,2 ,2 ,721 
"18 Heathcote Avenue, Toronto, ON",6880000,5+1 ,8 ,5000 + 
"416-32 Davenport Road, Toronto, ON",639000,1+1 ,1 ,700-799 
"259 Ellerslie Avenue, Toronto, ON",2888000,4+1 ,6 ,3500-5000 
"7 & 8-3390 Midland Avenue, Toronto, ON",1688001,– ,2 ,
"565 Rouge Hills Drive, Toronto, ON",1499900,4 ,4 ,1500-2000 
"820 Cosburn Avenue, Toronto, ON",2100000,4 ,5 ,2500-3000 
"224-11753 Sheppard Avenue E, Toronto, ON",534900,2+1 ,2 ,1200-1399 
"408-1030 King Street W, Toronto, ON",499999,1 ,1 ,0-499 
"318-402 The East Mall Drive, Toronto, ON",749900,2 ,2 ,1000-1199 
"406-159 Wellesley Street E, Toronto, ON",589000,1+1 ,1 ,600-699 
"308-88 Grandview Way, Toronto, ON",799999,2+1 ,2 ,1000-1199 
"3106-110 Charles Street E, Toronto, ON",775000,1+1 ,1 ,700-799 
"428B Valermo Drive, Toronto, ON",1885000,3 ,4 ,2000-2500 
"54 Exford Drive, Toronto, ON",949000,3 ,2 ,700-1100 
"22 Mcnicoll Avenue, Toronto, ON",1779000,4 ,4 ,2000-2500 
"1703-85 East Liberty Street, Toronto, ON",489000,– ,1 ,0-499 
"54 Wilmont Drive, Toronto, ON",1388800,3+4 ,3 ,1100-1500 
"5607-197 Yonge Street, Toronto, ON",668800,1 ,1 ,500-599 
"42 Wilmont Drive, Toronto, ON",1298000,4+4 ,3 ,700-1100 
"9 Millmere Drive, Toronto, ON",999900,3+3 ,3 ,700-1100 
"311-30 Tretti Way, Toronto, ON",489000,2 ,1 ,500-599 
"210-24 Noble Street, Toronto, ON",500000,– ,1 ,500-599 
"53 Riverview Heights, Toronto, ON",1049800,3 ,3 ,1100-1500 
"808-3311 Kingston Road, Toronto, ON",458800,2 ,1 ,800-899 
"220-10 Eddystone Avenue, Toronto, ON",485000,3 ,2 ,1000-1199 
"646 Vaughan Rd Road, Toronto, ON",2000000,3+1 ,2 ,1100-1500 
"1209-35 Bastion Street, Toronto, ON",930000,2+1 ,2 ,1000-1199 
"18 Barton Avenue, Toronto, ON",1749000,5 ,3 ,2000-2500 
"644 Vaughan Road, Toronto, ON",2000000,3+1 ,2 ,1100-1500 
"306-8 Lee Centre Drive, Toronto, ON",498000,2 ,2 ,800-899 
"84 Westbourne Avenue, Toronto, ON",2289000,4+1 ,5 ,2500-3000 
"151 Shaver Avenue N, Toronto, ON",3075000,4+1 ,4 ,3000-3500 
"89-91 Roncesvalles Avenue, Toronto, ON",6250000,– ,– ,
"1604-8 York Street, Toronto, ON",559900,1 ,1 ,500-599 
"1415-260 Seneca Hill Drive, Toronto, ON",460000,1 ,1 ,700-799 
"802-5 Soudan Avenue, Toronto, ON",788888,2 ,2 ,700-799 
"808-181 Sheppard Avenue E, Toronto, ON",1388000,2+1 ,2 ,900-999 
"208-101 Erskine Avenue, Toronto, ON",499000,1 ,1 ,0-499 
"103-684 Warden Avenue, Toronto, ON",599000,2+1 ,2 ,800-899 
"407-16 Brookers Lane, Toronto, ON",650000,1+1 ,1 ,600-699 
"1101-36 Zorra Street, Toronto, ON",469000,1 ,1 ,0-499 
"906-18 Merton Street, Toronto, ON",1199000,2+1 ,3 ,1000-1199 
"388 Richmond St W , Toronto, ON",849000,2 ,1 ,800 
"1104-3390 Weston Road, Toronto, ON",499000,2 ,1 ,800-899 
"153 Wright Avenue, Toronto, ON",1249999,3 ,4 ,2000-2500 
"483 Valermo Drive, Toronto, ON",1375000,4+1 ,4 ,2000-2500 
"923-388 Richmond Street W, Toronto, ON",849000,2 ,1 ,800-899 
"1111-8 The Esplanade Street, Toronto, ON",769000,1+1 ,2 ,700-799 
"3505-5 Valhalla Inn Road, Toronto, ON",530000,1+1 ,1 ,700-799 
"TH 115-29 Queens Quay E, Toronto, ON",2288000,2 ,3 ,1600-1799 
"1713-16 Yonge Street, Toronto, ON",619000,1 ,1 ,600-699 
"2299 Bloor Street W, Toronto, ON",1,– ,– ,
"201-33 Lombard Street, Toronto, ON",391300,– ,1 ,0-499 
"116-701 Sheppard Avenue W, Toronto, ON",1049000,2+1 ,2 ,1400-1599 
"63 Alamosa Drive, Toronto, ON",5977700,5+1 ,8 ,5000 + 
"179 Elder Street, Toronto, ON",1599000,3+2 ,2 ,1100-1500 
"104-95 Prince Arthur Avenue, Toronto, ON",949000,1 ,1 ,800-899 
"714-105 The Queensway N/a, Toronto, ON",568000,1+1 ,1 ,700-799 
"302-128 Pears Avenue, Toronto, ON",835000,1+1 ,1 ,700-799 
"1002-240 Heath Street W, Toronto, ON",2279900,2 ,2 ,1800-1999 
"110 Scollard Street, Toronto, ON",,— ,— ,— 
"101-130 Canon Jackson Drive, Toronto, ON",729900,2 ,2 ,700-799 
"36 Clairtrell Road, Toronto, ON",1579000,4+1 ,4 ,2250-2499 
"1908-5 Defries Street, Toronto, ON",649000,2 ,2 ,600-699 
"807-20 Brin Drive, Toronto, ON",998000,2+1 ,3 ,1000-1199 
"401-270 Wellington Street W, Toronto, ON",545000,1 ,1 ,600-699 
"54 Wedgewood Drive, Toronto, ON",1780000,2 ,1 ,700-1100 
"219 Pemberton Avenue, Toronto, ON",1599900,3+1 ,1 ,700-1100 
"294 Oak Park Avenue, Toronto, ON",1295000,2+1 ,3 ,1500-2000 
"15 Park Lane Circle, Toronto, ON",22800000,4+1 ,7 ,3500-5000 
"6-10-5250 Yonge Street, Toronto, ON",1,– ,– ,new
"8-10-5250 Yonge Street, Toronto, ON",1,– ,– ,new
"26-31 Foundry Avenue, Toronto, ON",818900,3 ,2 ,1000-1199 
"907-10 Tapscott Road, Toronto, ON",519900,2 ,2 ,1000-1199 
"6-7-5250 Yonge Street, Toronto, ON",1,– ,– ,new
"8-5250 Yonge Street, Toronto, ON",1,– ,– ,new
"6-5250 Yonge Street, Toronto, ON",1,– ,– ,new
"10-5250 Yonge Street, Toronto, ON",1,– ,– ,new
"2422-9 Mabelle Avenue, Toronto, ON",669000,2 ,2 ,700-799 
"9-5250 Yonge Street, Toronto, ON",1,– ,– ,new
"412-4 Park Vista N/a, Toronto, ON",415000,1+1 ,1 ,700-799 
"7-5250 Yonge Street, Toronto, ON",1,– ,– ,new
"4-5250 Yonge Street, Toronto, ON",1,– ,– ,new
"2203-56 Annie Craig Drive, Toronto, ON",1159000,2+1 ,2 ,1000-1199 
"206-30 Herons Hill Way, Toronto, ON",634000,2+1 ,2 ,800-899 
"2103-1461 Lawrence Avenue W, Toronto, ON",589000,2 ,2 ,600-699 
"14 Parfield Drive, Toronto, ON",1599000,4+1 ,2 ,1500-2000 
"1-5250 Yonge Street, Toronto, ON",1,– ,– ,new
"19 Donalda Crescent, Toronto, ON",2598000,4+1 ,5 ,3000-3500 
"3808-33 Charles Street E, Toronto, ON",728000,2 ,1 ,600-699 
"415-33 Mill Street, Toronto, ON",650000,1+1 ,1 ,700-799 
"67-6 Esterbrooke Avenue, Toronto, ON",979000,4+1 ,3 ,1400-1599 
"25 Putney Road, Toronto, ON",,— ,— ,— 
